city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
3.0,40.0,1.0,1.0,0.0,34.0,0.0,0.0,550.0,1980.0,84.0,26.0,2640.0
4.0,50.0,1.0,1.0,0.0,4.0,0.0,0.0,501.0,1800.0,0.0,23.0,2324.0
0.0,120.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,2320.0,125.0,39.0,2484.0
3.0,95.0,3.0,1.0,0.0,12.0,0.0,1.0,528.0,3000.0,140.0,39.0,3707.0
3.0,25.0,1.0,1.0,2.0,31.0,1.0,0.0,540.0,1650.0,42.0,22.0,2254.0
4.0,202.0,4.0,3.0,4.0,29.0,0.0,1.0,4308.0,12000.0,1896.0,153.0,18360.0
3.0,30.0,1.0,1.0,0.0,23.0,0.0,1.0,350.0,1000.0,17.0,13.0,1380.0
2.0,30.0,1.0,1.0,0.0,1.0,0.0,0.0,230.0,850.0,18.0,13.0,1111.0
0.0,1000.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,5000.0,365.0,82.0,5447.0
2.0,80.0,3.0,1.0,1.0,33.0,0.0,1.0,400.0,1700.0,125.0,25.0,2250.0
0.0,120.0,4.0,3.0,2.0,12.0,0.0,1.0,0.0,3250.0,0.0,44.0,3294.0
4.0,249.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,9000.0,834.0,136.0,9970.0
4.0,90.0,3.0,3.0,2.0,8.0,0.0,1.0,1119.0,2600.0,360.0,33.0,4112.0
3.0,91.0,2.0,2.0,1.0,1.0,0.0,1.0,1102.0,3450.0,201.0,45.0,4798.0
4.0,36.0,1.0,1.0,0.0,27.0,0.0,1.0,300.0,1162.0,19.0,15.0,1496.0
4.0,51.0,2.0,1.0,1.0,32.0,0.0,1.0,427.0,2900.0,114.0,37.0,3478.0
4.0,287.0,4.0,4.0,4.0,31.0,1.0,1.0,7900.0,11300.0,2590.0,144.0,21930.0
3.0,65.0,2.0,2.0,1.0,29.0,0.0,0.0,1265.0,6700.0,262.0,87.0,8314.0
4.0,84.0,2.0,2.0,2.0,13.0,1.0,0.0,1250.0,9600.0,217.0,122.0,11190.0
4.0,43.0,1.0,1.0,1.0,12.0,1.0,0.0,488.0,3600.0,133.0,46.0,4267.0
4.0,58.0,2.0,1.0,1.0,1.0,0.0,1.0,430.0,1540.0,0.0,20.0,1990.0
4.0,208.0,4.0,4.0,3.0,1.0,0.0,0.0,2860.0,8000.0,1672.0,102.0,12630.0
4.0,462.0,7.0,2.0,3.0,0.0,1.0,1.0,0.0,8600.0,834.0,130.0,9564.0
4.0,167.0,3.0,2.0,1.0,6.0,0.0,0.0,1800.0,9500.0,500.0,121.0,11920.0
4.0,62.0,2.0,1.0,1.0,4.0,1.0,0.0,650.0,1236.0,34.0,16.0,1936.0
2.0,75.0,2.0,2.0,0.0,29.0,0.0,1.0,400.0,2500.0,140.0,37.0,3077.0
1.0,244.0,5.0,7.0,4.0,4.0,0.0,1.0,1600.0,8000.0,500.0,102.0,10200.0
4.0,309.0,4.0,7.0,8.0,0.0,0.0,1.0,0.0,8000.0,1250.0,121.0,9371.0
2.0,40.0,1.0,1.0,0.0,29.0,0.0,1.0,400.0,950.0,100.0,14.0,1464.0
2.0,90.0,2.0,1.0,0.0,12.0,0.0,1.0,200.0,950.0,26.0,14.0,1190.0
2.0,47.0,1.0,1.0,0.0,0.0,1.0,1.0,200.0,1100.0,0.0,17.0,1317.0
2.0,143.0,3.0,2.0,3.0,34.0,0.0,0.0,1950.0,6000.0,698.0,88.0,8736.0
4.0,230.0,3.0,4.0,3.0,33.0,1.0,1.0,2700.0,4210.0,1167.0,54.0,8131.0
4.0,580.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,6960.0,2084.0,105.0,9149.0
4.0,238.0,4.0,4.0,3.0,1.0,0.0,0.0,2569.0,15000.0,542.0,191.0,18300.0
4.0,113.0,3.0,4.0,3.0,29.0,0.0,0.0,1055.0,3400.0,178.0,44.0,4677.0
4.0,115.0,2.0,2.0,2.0,2.0,1.0,0.0,1395.0,3800.0,259.0,49.0,5503.0
4.0,80.0,1.0,2.0,1.0,2.0,0.0,0.0,1000.0,4000.0,109.0,51.0,5160.0
3.0,300.0,4.0,4.0,3.0,23.0,0.0,1.0,2300.0,4500.0,803.0,58.0,7661.0
1.0,70.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1450.0,5.0,22.0,1477.0
4.0,52.0,2.0,1.0,0.0,0.0,0.0,1.0,375.0,990.0,0.0,13.0,1378.0
4.0,55.0,2.0,1.0,1.0,34.0,0.0,1.0,655.0,1530.0,100.0,20.0,2305.0
3.0,58.0,2.0,1.0,1.0,32.0,0.0,1.0,754.0,750.0,44.0,10.0,1558.0
1.0,50.0,2.0,1.0,1.0,0.0,0.0,1.0,330.0,1150.0,0.0,15.0,1495.0
1.0,40.0,1.0,1.0,0.0,27.0,0.0,1.0,420.0,500.0,17.0,7.0,944.0
4.0,164.0,3.0,2.0,1.0,7.0,0.0,0.0,1229.0,3700.0,198.0,47.0,5174.0
2.0,76.0,2.0,2.0,0.0,12.0,0.0,1.0,190.0,2100.0,49.0,38.0,2377.0
4.0,80.0,2.0,1.0,1.0,12.0,0.0,0.0,1950.0,2800.0,209.0,36.0,4995.0
0.0,300.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,15000.0,417.0,246.0,15660.0
2.0,75.0,2.0,2.0,2.0,27.0,0.0,1.0,550.0,1600.0,122.0,24.0,2296.0
4.0,280.0,3.0,4.0,2.0,0.0,0.0,0.0,8000.0,8000.0,667.0,121.0,16790.0
2.0,50.0,1.0,1.0,1.0,23.0,1.0,1.0,370.0,1200.0,50.0,18.0,1638.0
4.0,74.0,1.0,2.0,2.0,33.0,0.0,0.0,850.0,5500.0,294.0,70.0,6714.0
4.0,73.0,2.0,1.0,1.0,27.0,0.0,1.0,540.0,2080.0,0.0,27.0,2647.0
1.0,280.0,4.0,3.0,4.0,0.0,0.0,1.0,2307.0,3100.0,341.0,47.0,5795.0
3.0,403.0,3.0,4.0,2.0,23.0,0.0,1.0,2800.0,15000.0,667.0,194.0,18660.0
1.0,424.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,3315.0,358.0,50.0,3723.0
4.0,190.0,4.0,5.0,3.0,2.0,0.0,1.0,3200.0,4000.0,417.0,51.0,7668.0
4.0,454.0,4.0,3.0,4.0,0.0,0.0,0.0,2700.0,10900.0,917.0,164.0,14680.0
4.0,138.0,3.0,2.0,1.0,32.0,1.0,1.0,2000.0,7600.0,238.0,97.0,9935.0
4.0,600.0,5.0,5.0,6.0,0.0,0.0,1.0,0.0,15000.0,2100.0,191.0,17290.0
1.0,58.0,2.0,1.0,1.0,1.0,0.0,0.0,385.0,3500.0,64.0,45.0,3994.0
4.0,38.0,1.0,1.0,0.0,8.0,0.0,0.0,290.0,2500.0,0.0,32.0,2822.0
4.0,113.0,2.0,2.0,1.0,27.0,0.0,1.0,1000.0,3000.0,50.0,39.0,4089.0
4.0,70.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1700.0,25.0,26.0,1751.0
3.0,90.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,4000.0,1.0,52.0,4054.0
4.0,183.0,4.0,4.0,3.0,32.0,0.0,1.0,2200.0,5000.0,834.0,64.0,8098.0
3.0,20.0,1.0,1.0,0.0,33.0,0.0,0.0,630.0,1370.0,25.0,18.0,2043.0
0.0,66.0,2.0,1.0,1.0,1.0,0.0,1.0,380.0,500.0,23.0,7.0,910.0
3.0,92.0,2.0,2.0,0.0,23.0,0.0,1.0,1550.0,2700.0,250.0,35.0,4535.0
2.0,70.0,2.0,1.0,0.0,23.0,1.0,0.0,300.0,1800.0,0.0,27.0,2127.0
4.0,93.0,3.0,2.0,1.0,2.0,0.0,1.0,1497.0,3400.0,227.0,44.0,5168.0
4.0,220.0,4.0,5.0,4.0,29.0,1.0,1.0,2066.0,3230.0,1577.0,41.0,6914.0
4.0,20.0,1.0,1.0,0.0,23.0,1.0,0.0,300.0,600.0,40.0,8.0,948.0
4.0,92.0,3.0,2.0,2.0,0.0,1.0,1.0,150.0,2200.0,198.0,34.0,2582.0
0.0,50.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1200.0,250.0,16.0,1466.0
4.0,300.0,3.0,5.0,2.0,4.0,1.0,0.0,2100.0,13900.0,809.0,177.0,16990.0
2.0,90.0,3.0,1.0,1.0,31.0,0.0,1.0,380.0,1750.0,90.0,26.0,2246.0
1.0,36.0,1.0,1.0,0.0,27.0,1.0,1.0,300.0,500.0,10.0,7.0,817.0
3.0,70.0,2.0,2.0,0.0,23.0,0.0,1.0,1015.0,2250.0,135.0,29.0,3429.0
4.0,200.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,3500.0,292.0,53.0,3845.0
3.0,160.0,3.0,2.0,1.0,27.0,0.0,0.0,1957.0,6800.0,513.0,88.0,9358.0
4.0,135.0,3.0,2.0,3.0,32.0,0.0,1.0,1941.0,2800.0,635.0,36.0,5412.0
4.0,70.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1200.0,34.0,19.0,1253.0
0.0,95.0,2.0,1.0,1.0,27.0,1.0,0.0,330.0,2000.0,94.0,27.0,2451.0
4.0,60.0,2.0,2.0,2.0,7.0,0.0,1.0,692.0,1900.0,90.0,25.0,2707.0
4.0,36.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,860.0,50.0,11.0,921.0
4.0,136.0,3.0,3.0,3.0,27.0,0.0,0.0,1970.0,6000.0,600.0,77.0,8647.0
4.0,250.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,3500.0,250.0,53.0,3803.0
4.0,330.0,3.0,5.0,3.0,7.0,0.0,1.0,3400.0,15000.0,2500.0,191.0,21090.0
0.0,65.0,3.0,2.0,1.0,29.0,1.0,1.0,250.0,950.0,82.0,13.0,1295.0
1.0,380.0,3.0,4.0,4.0,0.0,0.0,1.0,3640.0,8000.0,534.0,121.0,12300.0
4.0,350.0,5.0,5.0,4.0,0.0,0.0,1.0,0.0,3000.0,467.0,46.0,3513.0
1.0,70.0,2.0,1.0,0.0,12.0,0.0,1.0,470.0,700.0,39.0,9.0,1218.0
3.0,65.0,2.0,2.0,0.0,12.0,0.0,1.0,640.0,1500.0,70.0,20.0,2230.0
4.0,45.0,1.0,1.0,1.0,1.0,1.0,0.0,3000.0,5520.0,0.0,70.0,8590.0
3.0,95.0,2.0,2.0,0.0,0.0,0.0,1.0,450.0,3430.0,263.0,45.0,4188.0
4.0,120.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1600.0,167.0,25.0,1792.0
4.0,248.0,3.0,4.0,3.0,12.0,0.0,1.0,4325.0,5300.0,1521.0,68.0,11210.0
4.0,100.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3300.0,317.0,50.0,3667.0
4.0,394.0,4.0,6.0,4.0,16.0,0.0,0.0,6000.0,4000.0,2500.0,51.0,12550.0
1.0,209.0,3.0,3.0,2.0,0.0,1.0,1.0,593.0,2550.0,237.0,39.0,3419.0
3.0,16.0,1.0,1.0,0.0,12.0,0.0,1.0,450.0,555.0,30.0,8.0,1043.0
4.0,49.0,2.0,1.0,1.0,33.0,0.0,1.0,528.0,1700.0,135.0,22.0,2385.0
3.0,70.0,2.0,2.0,1.0,27.0,1.0,0.0,750.0,4100.0,13.0,53.0,4916.0
3.0,150.0,3.0,2.0,3.0,12.0,0.0,1.0,0.0,2430.0,38.0,32.0,2500.0
2.0,58.0,2.0,1.0,1.0,27.0,0.0,1.0,220.0,1320.0,67.0,20.0,1627.0
4.0,200.0,3.0,4.0,1.0,33.0,1.0,0.0,2200.0,6000.0,375.0,77.0,8652.0
0.0,400.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3500.0,142.0,58.0,3700.0
4.0,196.0,3.0,4.0,2.0,1.0,1.0,1.0,2200.0,3300.0,559.0,42.0,6101.0
2.0,40.0,1.0,1.0,0.0,23.0,1.0,0.0,0.0,2000.0,0.0,30.0,2030.0
0.0,158.0,3.0,3.0,2.0,29.0,0.0,1.0,796.0,3700.0,360.0,50.0,4906.0
4.0,130.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4000.0,0.0,61.0,4061.0
1.0,48.0,1.0,2.0,0.0,12.0,0.0,0.0,704.0,987.0,46.0,13.0,1750.0
4.0,72.0,2.0,1.0,1.0,32.0,0.0,1.0,438.0,1440.0,51.0,19.0,1948.0
4.0,65.0,2.0,1.0,0.0,12.0,0.0,1.0,425.0,1680.0,33.0,22.0,2160.0
2.0,60.0,2.0,1.0,1.0,32.0,0.0,1.0,320.0,1900.0,50.0,28.0,2298.0
4.0,48.0,1.0,1.0,1.0,11.0,0.0,1.0,588.0,1525.0,0.0,6.0,2119.0
3.0,47.0,1.0,1.0,0.0,12.0,1.0,1.0,306.0,1400.0,22.0,19.0,1747.0
2.0,84.0,2.0,1.0,0.0,23.0,0.0,1.0,500.0,900.0,73.0,14.0,1487.0
4.0,186.0,4.0,2.0,2.0,12.0,0.0,1.0,1500.0,2500.0,0.0,32.0,4032.0
0.0,85.0,3.0,2.0,2.0,12.0,1.0,1.0,500.0,1500.0,114.0,20.0,2134.0
4.0,160.0,4.0,5.0,3.0,12.0,0.0,0.0,1623.0,3800.0,834.0,49.0,6306.0
3.0,74.0,2.0,1.0,1.0,1.0,0.0,1.0,100.0,900.0,65.0,12.0,1077.0
4.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1720.0,0.0,22.0,1742.0
2.0,130.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2000.0,109.0,36.0,2145.0
0.0,95.0,3.0,2.0,1.0,12.0,0.0,1.0,300.0,2300.0,182.0,31.0,2813.0
4.0,105.0,3.0,2.0,3.0,1.0,0.0,1.0,1250.0,1900.0,552.0,25.0,3727.0
0.0,85.0,2.0,2.0,1.0,31.0,0.0,1.0,1105.0,1100.0,119.0,15.0,2339.0
0.0,50.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1280.0,83.0,21.0,1384.0
3.0,103.0,3.0,2.0,1.0,23.0,0.0,1.0,1736.0,4500.0,290.0,58.0,6584.0
4.0,54.0,2.0,1.0,1.0,1.0,0.0,1.0,990.0,780.0,0.0,10.0,1780.0
1.0,75.0,2.0,1.0,2.0,1.0,0.0,1.0,235.0,1400.0,25.0,18.0,1678.0
4.0,25.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1200.0,35.0,16.0,1251.0
0.0,63.0,3.0,2.0,2.0,12.0,1.0,1.0,180.0,1300.0,90.0,18.0,1588.0
0.0,150.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,14000.0,835.0,230.0,15070.0
4.0,47.0,2.0,1.0,1.0,4.0,0.0,1.0,597.0,1570.0,0.0,20.0,2187.0
3.0,140.0,3.0,2.0,3.0,12.0,0.0,0.0,926.0,4235.0,145.0,55.0,5361.0
3.0,40.0,1.0,1.0,0.0,12.0,0.0,1.0,380.0,1110.0,0.0,15.0,1505.0
0.0,115.0,3.0,2.0,1.0,12.0,1.0,1.0,334.0,2200.0,110.0,30.0,2674.0
4.0,160.0,4.0,3.0,2.0,34.0,0.0,0.0,2800.0,9530.0,286.0,121.0,12740.0
3.0,80.0,1.0,1.0,0.0,0.0,1.0,1.0,70.0,1400.0,38.0,22.0,1530.0
3.0,75.0,2.0,1.0,1.0,12.0,0.0,1.0,450.0,1100.0,50.0,15.0,1615.0
2.0,80.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,950.0,65.0,14.0,1029.0
4.0,80.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2600.0,417.0,40.0,3057.0
4.0,199.0,3.0,4.0,5.0,9.0,0.0,0.0,2800.0,4000.0,1500.0,51.0,8351.0
4.0,400.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,9000.0,542.0,136.0,9678.0
4.0,70.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1086.0,163.0,17.0,1266.0
4.0,300.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,5000.0,538.0,76.0,5614.0
0.0,70.0,2.0,1.0,1.0,31.0,0.0,1.0,370.0,1100.0,103.0,15.0,1588.0
4.0,250.0,3.0,2.0,1.0,12.0,0.0,1.0,3200.0,8500.0,5000.0,108.0,16810.0
3.0,27.0,1.0,1.0,0.0,4.0,0.0,0.0,350.0,1700.0,67.0,22.0,2139.0
4.0,54.0,2.0,1.0,1.0,4.0,1.0,1.0,720.0,2010.0,71.0,26.0,2827.0
4.0,225.0,4.0,5.0,4.0,15.0,0.0,0.0,2000.0,9000.0,1192.0,115.0,12310.0
4.0,125.0,3.0,2.0,1.0,34.0,0.0,1.0,1000.0,4655.0,200.0,59.0,5914.0
4.0,55.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2000.0,75.0,31.0,2106.0
4.0,186.0,3.0,3.0,2.0,15.0,1.0,1.0,1350.0,5435.0,405.0,69.0,7259.0
3.0,154.0,3.0,3.0,1.0,29.0,0.0,1.0,1450.0,5000.0,367.0,65.0,6882.0
4.0,200.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,9800.0,417.0,148.0,10370.0
4.0,246.0,3.0,4.0,3.0,33.0,0.0,1.0,3200.0,4500.0,794.0,58.0,8552.0
2.0,78.0,2.0,1.0,0.0,23.0,0.0,1.0,280.0,1380.0,32.0,21.0,1713.0
4.0,70.0,2.0,1.0,1.0,0.0,0.0,1.0,60.0,2100.0,0.0,32.0,2192.0
4.0,188.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,9500.0,472.0,143.0,10120.0
0.0,165.0,3.0,2.0,4.0,12.0,0.0,0.0,230.0,2870.0,142.0,39.0,3281.0
1.0,63.0,2.0,1.0,0.0,1.0,0.0,1.0,430.0,950.0,0.0,13.0,1393.0
0.0,200.0,4.0,2.0,2.0,29.0,0.0,1.0,2341.0,4000.0,421.0,54.0,6816.0
4.0,298.0,4.0,5.0,4.0,1.0,1.0,1.0,3600.0,6000.0,1250.0,77.0,10930.0
4.0,154.0,3.0,1.0,3.0,9.0,0.0,0.0,830.0,6700.0,400.0,85.0,8015.0
1.0,110.0,3.0,2.0,2.0,32.0,1.0,1.0,900.0,2100.0,100.0,27.0,3127.0
1.0,130.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,1800.0,321.0,28.0,2149.0
4.0,32.0,1.0,1.0,1.0,10.0,1.0,0.0,1600.0,3500.0,234.0,45.0,5379.0
3.0,170.0,4.0,3.0,2.0,2.0,0.0,1.0,2500.0,2430.0,500.0,32.0,5462.0
4.0,69.0,2.0,1.0,0.0,33.0,0.0,1.0,1100.0,1600.0,0.0,21.0,2721.0
3.0,118.0,2.0,2.0,1.0,31.0,0.0,1.0,1600.0,3950.0,271.0,51.0,5872.0
3.0,90.0,3.0,1.0,0.0,27.0,0.0,1.0,370.0,2800.0,109.0,37.0,3316.0
1.0,65.0,1.0,1.0,1.0,34.0,0.0,1.0,380.0,1200.0,83.0,16.0,1679.0
4.0,260.0,4.0,3.0,4.0,1.0,0.0,0.0,2780.0,4000.0,1200.0,51.0,8031.0
4.0,182.0,3.0,5.0,3.0,2.0,0.0,1.0,3600.0,4900.0,875.0,63.0,9438.0
4.0,41.0,1.0,1.0,1.0,2.0,1.0,1.0,900.0,3500.0,100.0,45.0,4545.0
4.0,45.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1400.0,0.0,22.0,1422.0
4.0,40.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,780.0,17.0,12.0,809.0
4.0,100.0,1.0,3.0,2.0,33.0,1.0,0.0,800.0,2500.0,125.0,32.0,3457.0
4.0,66.0,2.0,1.0,0.0,32.0,0.0,1.0,356.0,1650.0,0.0,21.0,2027.0
0.0,71.0,3.0,2.0,2.0,27.0,0.0,1.0,660.0,970.0,149.0,13.0,1792.0
1.0,94.0,2.0,1.0,1.0,1.0,0.0,1.0,525.0,1200.0,88.0,16.0,1829.0
3.0,80.0,2.0,2.0,1.0,12.0,0.0,1.0,662.0,1380.0,215.0,18.0,2275.0
4.0,41.0,1.0,1.0,1.0,27.0,1.0,0.0,380.0,3220.0,0.0,13.0,3613.0
4.0,140.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,3825.0,0.0,58.0,3883.0
2.0,47.0,1.0,1.0,1.0,1.0,1.0,0.0,400.0,2200.0,0.0,33.0,2633.0
3.0,70.0,3.0,1.0,1.0,12.0,0.0,1.0,550.0,1200.0,0.0,16.0,1766.0
1.0,58.0,1.0,1.0,1.0,23.0,0.0,1.0,710.0,720.0,40.0,10.0,1480.0
4.0,200.0,3.0,4.0,4.0,33.0,0.0,0.0,1800.0,5600.0,860.0,71.0,8331.0
3.0,40.0,1.0,1.0,0.0,23.0,0.0,1.0,262.0,725.0,0.0,10.0,997.0
4.0,240.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,4000.0,370.0,61.0,4431.0
4.0,96.0,3.0,2.0,1.0,4.0,0.0,1.0,1122.0,3050.0,231.0,39.0,4442.0
4.0,220.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,6500.0,1176.0,98.0,7774.0
4.0,132.0,3.0,2.0,2.0,33.0,0.0,0.0,1650.0,4000.0,400.0,51.0,6101.0
0.0,106.0,3.0,2.0,2.0,32.0,1.0,1.0,1294.0,2200.0,239.0,30.0,3763.0
4.0,150.0,3.0,3.0,2.0,23.0,0.0,0.0,2100.0,2000.0,584.0,26.0,4710.0
4.0,68.0,3.0,1.0,1.0,32.0,1.0,1.0,700.0,1400.0,0.0,18.0,2118.0
2.0,180.0,4.0,5.0,3.0,34.0,0.0,0.0,2500.0,10500.0,410.0,154.0,13560.0
2.0,44.0,1.0,1.0,1.0,34.0,0.0,1.0,280.0,1170.0,31.0,18.0,1499.0
3.0,75.0,2.0,1.0,0.0,23.0,0.0,1.0,888.0,1900.0,267.0,25.0,3080.0
4.0,58.0,2.0,2.0,1.0,31.0,0.0,1.0,450.0,4700.0,5.0,60.0,5215.0
4.0,72.0,2.0,1.0,0.0,34.0,0.0,1.0,760.0,2200.0,17.0,28.0,3005.0
4.0,190.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,3500.0,315.0,53.0,3868.0
3.0,150.0,3.0,2.0,1.0,2.0,0.0,1.0,1500.0,1300.0,140.0,17.0,2957.0
1.0,550.0,3.0,7.0,8.0,0.0,0.0,1.0,0.0,7700.0,430.0,116.0,8246.0
4.0,220.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,10500.0,750.0,158.0,11410.0
4.0,200.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,6000.0,209.0,91.0,6300.0
0.0,300.0,5.0,3.0,4.0,0.0,0.0,1.0,900.0,6800.0,167.0,112.0,7979.0
4.0,70.0,2.0,2.0,0.0,23.0,1.0,1.0,260.0,2280.0,92.0,29.0,2661.0
1.0,43.0,2.0,1.0,1.0,0.0,0.0,1.0,274.0,1000.0,7.0,13.0,1294.0
2.0,45.0,1.0,1.0,1.0,1.0,0.0,1.0,240.0,740.0,7.0,11.0,998.0
2.0,55.0,2.0,1.0,0.0,23.0,0.0,1.0,350.0,650.0,42.0,10.0,1052.0
4.0,700.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,12000.0,1000.0,181.0,13180.0
0.0,300.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,5500.0,310.0,91.0,5901.0
2.0,220.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,7000.0,225.0,125.0,7350.0
4.0,300.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,15000.0,1805.0,226.0,17030.0
2.0,52.0,1.0,1.0,0.0,0.0,0.0,1.0,90.0,748.0,1.0,11.0,850.0
3.0,106.0,2.0,2.0,1.0,12.0,0.0,1.0,1550.0,4000.0,323.0,52.0,5925.0
2.0,84.0,2.0,2.0,2.0,31.0,0.0,1.0,657.0,3200.0,189.0,47.0,4093.0
4.0,50.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1200.0,0.0,19.0,1219.0
4.0,240.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,4000.0,292.0,61.0,4353.0
4.0,240.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,8000.0,1000.0,121.0,9121.0
2.0,260.0,2.0,2.0,1.0,23.0,1.0,1.0,350.0,1640.0,0.0,24.0,2014.0
4.0,73.0,2.0,2.0,1.0,3.0,0.0,1.0,700.0,1250.0,150.0,16.0,2116.0
4.0,334.0,4.0,6.0,5.0,27.0,0.0,1.0,3790.0,3800.0,2435.0,49.0,10070.0
4.0,67.0,2.0,1.0,1.0,31.0,0.0,1.0,313.0,1200.0,167.0,16.0,1696.0
4.0,71.0,2.0,1.0,0.0,33.0,1.0,1.0,764.0,1800.0,0.0,23.0,2587.0
4.0,280.0,3.0,4.0,3.0,27.0,1.0,1.0,4200.0,7600.0,1250.0,97.0,13150.0
0.0,450.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,6500.0,542.0,107.0,7149.0
2.0,82.0,3.0,2.0,1.0,31.0,0.0,1.0,700.0,2500.0,59.0,37.0,3296.0
4.0,380.0,4.0,5.0,4.0,27.0,0.0,1.0,4000.0,8000.0,2667.0,102.0,14770.0
2.0,105.0,3.0,2.0,2.0,1.0,0.0,1.0,600.0,2390.0,134.0,35.0,3159.0
4.0,55.0,1.0,1.0,1.0,2.0,0.0,0.0,570.0,1800.0,0.0,7.0,2377.0
4.0,45.0,1.0,1.0,0.0,0.0,1.0,1.0,700.0,1500.0,0.0,20.0,2220.0
4.0,70.0,2.0,2.0,1.0,29.0,0.0,0.0,820.0,3100.0,117.0,40.0,4077.0
4.0,160.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,5000.0,500.0,76.0,5576.0
4.0,48.0,2.0,1.0,1.0,1.0,0.0,1.0,480.0,1710.0,0.0,22.0,2212.0
4.0,200.0,3.0,4.0,2.0,12.0,0.0,1.0,2700.0,9180.0,0.0,117.0,12000.0
4.0,46.0,2.0,1.0,0.0,29.0,0.0,1.0,0.0,1200.0,0.0,16.0,1216.0
3.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,680.0,0.0,9.0,689.0
3.0,140.0,3.0,2.0,1.0,2.0,0.0,1.0,1600.0,3600.0,375.0,47.0,5622.0
4.0,101.0,3.0,3.0,2.0,1.0,0.0,1.0,780.0,4600.0,330.0,59.0,5769.0
4.0,340.0,2.0,4.0,3.0,6.0,0.0,1.0,4900.0,15000.0,917.0,191.0,21010.0
4.0,400.0,4.0,5.0,4.0,5.0,0.0,0.0,2700.0,7000.0,1500.0,89.0,11290.0
1.0,55.0,2.0,1.0,1.0,12.0,0.0,1.0,453.0,749.0,44.0,10.0,1256.0
3.0,45.0,2.0,1.0,1.0,34.0,0.0,1.0,560.0,1450.0,18.0,19.0,2047.0
4.0,62.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,19.0,1269.0
3.0,75.0,2.0,1.0,0.0,1.0,0.0,0.0,750.0,3190.0,196.0,42.0,4178.0
4.0,86.0,3.0,1.0,1.0,31.0,0.0,1.0,460.0,3150.0,0.0,40.0,3650.0
2.0,182.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,3200.0,112.0,57.0,3369.0
2.0,30.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,762.0,15.0,14.0,791.0
3.0,153.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,2710.0,121.0,42.0,2873.0
4.0,70.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1100.0,77.0,17.0,1194.0
