POP,EDUCATION,HOUSES,INCOME,XCOORD,YCOORD,ln(VOTES/POP)
8.456381,7.8079166,7.471363,10.608933,-84922880.0,39622764.0,-0.5261748433113098
11.734604,11.086992,10.650081,14.04106,-87583530.0,38023000.0,-0.5644223690032959
9.483111,8.827028,8.63888,11.627387,-87462190.0,39853960.0,-0.4471248388290405
11.340451,10.691945,10.265767,13.527455,-87390270.0,39428800.0,-0.5926631689071655
10.157936,9.537339,9.151651,12.414281,-85790380.0,40847124.0,-0.5851771831512451
8.735525,8.143227,7.761319,10.989386,-87355760.0,40345148.0,-0.40297624468803406
10.239031,9.725437,9.330166,12.650387,-87271490.0,38098372.0,-0.5236817002296448
9.620063,8.779557,8.740657,11.692602,-86105590.0,38599280.0,-0.48261603713035583
10.89431,10.264931,9.856029,13.112899,-85006380.0,39862372.0,-0.652495265007019
9.773891,9.217912,8.867568,12.115792,-85220400.0,40727464.0,-0.520012617111206
9.73258,9.163249,8.832004,11.999522,-86864800.0,40747600.0,-0.44019952416419983
9.807252,9.283962,8.936562,12.089977,-85503944.0,41135420.0,-0.3484122157096863
8.848079,8.327726,7.9204464,10.942721,-94466240.0,41327176.0,-0.3951038122177124
8.347116,7.855932,7.4401464,10.410997,-94702450.0,41033056.0,-0.346096396446228
9.258655,8.626227,8.296796,11.293325,-91373080.0,43279772.0,-0.4659527838230133
9.32759,8.693999,8.426174,11.35096,-92868824.0,40741210.0,-0.513556718826294
8.731982,8.135347,7.807103,10.873944,-94905250.0,41684710.0,-0.3533613979816437
9.714262,9.16178,8.78309,11.998242,-92066456.0,42079572.0,-0.44235649704933167
11.50242,10.934267,10.447003,13.880482,-92306910.0,42472700.0,-0.44013532996177673
9.87375,9.351666,8.882947,12.131446,-93932980.0,42036004.0,-0.47386395931243896
9.773208,9.20934,8.79255,12.063027,-92307770.0,42776080.0,-0.4390583634376526
9.633384,9.08489,8.69651,11.874348,-91839410.0,42469076.0,-0.4825807511806488
9.639392,9.137124,8.605387,11.939284,-95160760.0,42741556.0,-0.4619879126548767
9.434923,8.820847,8.524566,11.628911,-92794790.0,42728460.0,-0.5562861561775208
9.206634,8.671801,8.233768,11.45172,-94637200.0,42387708.0,-0.4538939893245697
9.65509,9.012377,8.668368,11.939337,-94859096.0,42035044.0,-0.47140195965766907
9.426419,8.924922,8.465479,11.632183,-94932890.0,41329984.0,-0.42359495162963867
9.4868355,8.972464,8.500657,11.780989,-91131896.0,41772604.0,-0.5253407955169678
10.490301,9.977342,9.502338,12.786006,-93260936.0,43083076.0,-0.454558402299881
9.367259,8.909101,8.357259,11.668638,-95623016.0,42735464.0,-0.44460034370422363
9.263407,8.678972,8.353262,11.450678,-92317010.0,43059704.0,-0.3497222661972046
8.739056,8.175266,7.845416,10.807159,-93783864.0,41029070.0,-0.34878742694854736
9.547098,9.075665,8.535623,11.892957,-95154584.0,43085000.0,-0.46869057416915894
9.606025,8.966484,8.643474,11.727642,-91340620.0,42853624.0,-0.47841373085975647
10.599181,10.070103,9.613804,12.923547,-90534270.0,41897144.0,-0.46414580941200256
9.482883,8.867568,8.513587,11.710522,-95383704.0,42039144.0,-0.4954366385936737
9.938372,9.50301,8.996776,12.307889,-94037980.0,41688064.0,-0.46844038367271423
8.777093,8.158802,7.8493237,10.88172,-92410184.0,40748060.0,-0.5006981492042542
8.911799,8.206857,7.849714,10.800371,-93783590.0,40737908.0,-0.46932992339134216
9.435721,8.817001,8.484464,11.6339035,-91366840.0,42469650.0,-0.47461193799972534
10.408255,9.893538,9.452972,12.755436,-91174920.0,40920864.0,-0.48413169384002686
9.346007,8.91503,8.434681,11.650354,-95151784.0,43377190.0,-0.4311120808124542
11.063383,10.45184,9.982991,13.403204,-90885770.0,42472788.0,-0.4289950430393219
9.1569395,8.604837,8.176392,11.418527,-94669176.0,43378084.0,-0.5045164823532104
9.799459,9.228376,8.869538,11.986036,-91845340.0,42858180.0,-0.447359174489975
9.535535,9.033364,8.609773,11.775643,-92789780.0,43058144.0,-0.4175291955471039
9.162829,8.645059,8.197538,11.387975,-93260470.0,42730530.0,-0.5177708268165588
8.830835,8.326758,7.8508825,10.968112,-95599944.0,40743130.0,-0.5045605897903442
9.083189,8.606668,8.12711,11.32283,-94391450.0,42038344.0,-0.3938925266265869
9.236398,8.737132,8.277412,11.599718,-92790960.0,42401200.0,-0.37902507185935974
9.080232,8.541495,8.148446,11.214183,-94501130.0,41683570.0,-0.46518608927726746
9.468851,8.991936,8.48343,11.751651,-93709224.0,42381060.0,-0.4489450752735138
9.187992,8.667508,8.233768,11.448494,-93742560.0,43086340.0,-0.4732607901096344
9.674326,9.111845,8.703341,11.915293,-93241510.0,42379716.0,-0.47201773524284363
9.357294,8.831712,8.390722,11.491783,-95809930.0,41687150.0,-0.49608543515205383
9.530029,8.986446,8.54091,11.746851,-91543840.0,40988540.0,-0.48668888211250305
8.978282,8.313852,8.058011,11.171941,-92315496.0,43352476.0,-0.35205525159835815
9.091557,8.5897,8.134761,11.385228,-94202590.0,42782090.0,-0.40901872515678406
8.776938,8.233237,7.7981124,11.006324,-95513070.0,42381456.0,-0.39808839559555054
9.321166,8.771215,8.35538,11.584902,-92065660.0,41687504.0,-0.3955785930156708
9.631548,8.976894,8.66285,11.864012,-90576040.0,42164950.0,-0.5542815923690796
10.171758,9.641084,9.224243,12.463107,-93052616.0,41686000.0,-0.4327908158302307
9.4134445,8.932477,8.352082,11.522024,-91948010.0,41033280.0,-0.5179518461227417
11.063023,10.4946575,9.701065,13.342712,-91589560.0,41665668.0,-0.39413684606552124
9.575539,8.982435,8.562931,11.75544,-91131200.0,42120176.0,-0.48027271032333374
9.149847,8.606851,8.268476,11.293413,-92180600.0,41336960.0,-0.45450761914253235
9.631613,9.069583,8.637462,11.872381,-94196696.0,43204988.0,-0.3954101800918579
10.340645,9.790487,9.365034,12.62473,-91478060.0,40644532.0,-0.527903139591217
11.698409,11.231384,10.6925125,14.133352,-91594900.0,42079316.0,-0.43107691407203674
9.028459,8.473868,8.093768,11.285209,-91261530.0,41217416.0,-0.5981314778327942
8.929832,8.39931,8.034307,11.024383,-93326664.0,41027344.0,-0.4269410967826843
9.091894,8.432071,8.12711,11.297415,-96209070.0,43373076.0,-0.3583005666732788
9.095939,8.6330185,8.158802,11.290295,-94014930.0,41330604.0,-0.33016857504844666
9.731394,9.098067,8.733272,11.881014,-92644970.0,41333868.0,-0.48539647459983826
9.974738,9.308193,8.954544,12.177781,-93101360.0,41334628.0,-0.46296045184135437
10.306617,9.840654,9.306105,12.657591,-93001740.0,42033470.0,-0.42200610041618347
9.152182,8.576028,8.13798,11.370475,-95618290.0,41033604.0,-0.5990421175956726
9.080004,8.542471,8.173858,11.348475,-92786380.0,43358924.0,-0.40341663360595703
9.063,8.484257,8.108021,11.185546,-95953360.0,42050440.0,-0.4905611276626587
8.81329,8.223895,7.9080195,10.924841,-92869760.0,41028620.0,-0.4904097318649292
9.204825,8.683724,8.256088,11.420459,-95156376.0,41031470.0,-0.4963507056236267
10.238387,9.636327,9.254262,12.600541,-91113260.0,41487344.0,-0.6129614114761353
9.417599,8.804025,8.470101,11.64708,-95625500.0,43084050.0,-0.46073195338249207
8.693329,8.015657,7.7402296,10.930443,-95619340.0,43377348.0,-0.5368187427520752
9.554639,9.040027,8.52536,11.709766,-95149620.0,40738140.0,-0.5914788246154785
9.113058,8.55987,8.117312,11.311201,-94679760.0,43090980.0,-0.4188911020755768
9.755568,9.156834,8.732788,12.020495,-96216080.0,42736720.0,-0.511212170124054
9.013961,8.506132,8.034631,11.274211,-94678170.0,42733450.0,-0.3681981563568115
12.300237,11.848518,11.249689,14.738907,-93568950.0,41680800.0,-0.4243501126766205
11.005677,10.42928,10.008388,13.285674,-95545890.0,41339650.0,-0.5962756276130676
9.563038,9.009692,8.494129,11.742893,-92531890.0,41694480.0,-0.44678795337677
8.434246,7.9142523,7.5342283,10.389118,-94244290.0,40735000.0,-0.347528338432312
9.239705,8.667852,8.273336,11.46178,-95103820.0,42386704.0,-0.49713075160980225
11.6142,11.103904,10.546078,14.090366,-90622190.0,41641600.0,-0.4880254864692688
9.255122,8.7417755,8.250881,11.463493,-95308900.0,41679068.0,-0.4791097939014435
9.966697,9.16503,8.96034,12.1457815,-96177420.0,43082980.0,-0.40802645683288574
10.9552,10.279181,9.533293,13.133562,-93466440.0,42036924.0,-0.42655012011528015
9.537483,8.979543,8.598405,11.735381,-92532090.0,42081370.0,-0.4777334928512573
8.73311,8.15966,7.826044,10.7477665,-94692000.0,40733980.0,-0.3871804475784302
9.215129,8.666475,8.287277,11.365028,-94242080.0,41027668.0,-0.5191202759742737
8.731013,8.165079,7.851661,10.702705,-91953150.0,40754570.0,-0.5203453898429871
10.297925,9.6996565,9.395906,12.529224,-92409290.0,41029908.0,-0.5184150338172913
10.063947,9.630694,9.111845,12.41051,-93560430.0,41333410.0,-0.41412651538848877
9.571714,9.040382,8.594154,11.802269,-91716740.0,41337092.0,-0.6322643756866455
8.736008,8.148735,7.857481,10.709227,-93326460.0,40738436.0,-0.4162899851799011
10.411088,9.87899,9.380505,12.704442,-94178790.0,42434148.0,-0.4573827087879181
9.164191,8.603371,8.195058,11.36251,-93725050.0,43378350.0,-0.38787025213241577
9.671807,8.881419,8.548692,11.730445,-91843220.0,43290970.0,-0.5336079597473145
11.180204,10.650199,10.165583,13.455709,-96036640.0,42388100.0,-0.5048738121986389
8.806873,8.266421,7.895808,11.07815,-93265570.0,43376176.0,-0.4381800889968872
9.3919115,8.89371,8.409608,11.676106,-93734610.0,42732980.0,-0.5174636840820312
9.338294,8.744966,8.445697,11.486571,-95300020.0,37888430.0,-0.5872940421104431
8.755107,8.090403,7.8905826,10.839541,-95292030.0,38215680.0,-0.5194814205169678
9.485317,8.876545,8.429454,11.596586,-95314264.0,39530584.0,-0.5519166588783264
8.505728,8.016318,7.5837564,10.816633,-98684500.0,37224390.0,-0.501362144947052
10.028577,9.488048,9.072916,12.329184,-98755420.0,38479996.0,-0.49239227175712585
9.390743,8.773385,8.443332,11.515452,-94850610.0,37856090.0,-0.5090460181236267
9.078294,8.532279,8.1318245,11.173641,-95562120.0,39822920.0,-0.4986891448497772
10.361861,9.881855,9.412056,12.718582,-96833950.0,37773620.0,-0.5388790965080261
7.822445,7.297091,6.896694,9.950037,-96593020.0,38301530.0,-0.44281256198883057
8.258423,7.629976,7.396949,10.324564,-96245390.0,37154656.0,-0.56813645362854
9.683152,9.00036,8.815518,11.742933,-94845510.0,37169416.0,-0.5071966052055359
7.9287663,7.358194,7.0741167,10.112248,-101729510.0,39780840.0,-0.4332243800163269
7.579168,7.20786,6.6745615,9.837935,-99817810.0,37235596.0,-0.32287073135375977
8.8921995,8.409608,7.9796815,11.000766,-97164370.0,39351050.0,-0.4439273476600647
9.157361,8.643297,8.164511,11.176977,-97655910.0,39482840.0,-0.48882150650024414
8.822175,8.190632,7.9017477,11.018613,-95734580.0,38237468.0,-0.6329302191734314
7.5611215,7.1444073,6.639876,9.774346,-99281590.0,37186196.0,-0.3606967031955719
10.202072,9.644846,9.20894,12.455375,-96836900.0,37230650.0,-0.5656803846359253
10.277496,9.623774,9.288227,12.32028,-94851120.0,37507736.0,-0.5450937747955322
8.119994,7.6004024,7.202661,10.31311,-100460050.0,39784950.0,-0.4013083279132843
9.597845,9.078065,8.673342,11.759238,-97157580.0,38864092.0,-0.5667510628700256
8.801921,8.134761,7.8442407,10.852071,-95147710.0,39788908.0,-0.5807108283042908
10.888968,10.191819,9.471165,12.989595,-95286936.0,38884404.0,-0.6213935017585754
8.069029,7.6118426,7.1716566,10.211524,-99304060.0,37883476.0,-0.37100017070770264
8.008366,7.4048877,7.179308,9.969884,-96244720.0,37456650.0,-0.4924764931201935
9.863186,9.1935,8.758883,12.0571375,-99314760.0,38916464.0,-0.58294677734375
8.507951,8.00903,7.6314316,10.56952,-98204930.0,38695772.0,-0.4154053330421448
9.670609,9.09257,8.645586,12.043224,-100746060.0,38046736.0,-0.6531257629394531
9.756089,9.22128,8.731013,12.045616,-99883230.0,37691990.0,-0.5802366137504578
9.680157,9.062884,8.741616,11.895177,-95287810.0,38567252.0,-0.5967407822608948
9.963264,9.252729,8.477828,12.086895,-96749490.0,38996320.0,-1.2143250703811646
7.861342,7.3323693,7.0139155,9.9924135,-100491060.0,38921016.0,-0.3792228698730469
7.96346,7.473637,7.0596175,10.161381,-99880424.0,39348970.0,-0.34030699729919434
8.431417,7.86442,7.38461,10.817215,-101309300.0,37563004.0,-0.5712323784828186
8.17611,7.575585,7.198931,10.452332,-100424210.0,37744604.0,-0.5471064448356628
7.1716566,6.6795993,6.2422233,9.434923,-101804360.0,38472800.0,-0.3183577358722687
8.795128,8.277158,7.9142523,10.888165,-96228050.0,37878130.0,-0.463060200214386
7.5115247,7.04316,6.6306834,9.658865,-101793224.0,37993050.0,-0.2853156328201294
8.680332,8.183118,7.786967,10.868893,-98078000.0,37197700.0,-0.5163909792900085
10.019803,9.494843,8.961622,12.273549,-97424920.0,38044456.0,-0.5538904666900635
7.842279,7.307873,6.8200164,10.107856,-100872920.0,37562776.0,-0.5297252535820007
7.41998,6.9707303,6.522093,9.651365,-99898100.0,38087508.0,-0.2842925786972046
9.00036,8.546169,8.136811,11.182085,-95797900.0,39420660.0,-0.4692637026309967
9.274442,8.7977,8.405591,11.521866,-95381730.0,39228656.0,-0.5320267081260681
8.276649,7.8407063,7.410952,10.286503,-98218030.0,39785620.0,-0.3219257891178131
12.163186,11.880156,11.178613,14.8755455,-94822150.0,38884350.0,-0.435286283493042
7.7257714,7.160069,6.7912216,10.060919,-101312730.0,37995170.0,-0.4872745871543884
8.787067,8.2247,7.832014,11.000833,-98135220.0,37560480.0,-0.46783772110939026
8.013674,7.555382,7.07327,10.23236,-99286900.0,37558736.0,-0.41979628801345825
9.81684,9.232591,8.910585,11.94113,-95297610.0,37191476.0,-0.6144307255744934
7.4770384,7.0387836,6.605298,9.733352,-100465790.0,38481480.0,-0.25593337416648865
10.566923,10.044987,9.325007,12.805022,-95038056.0,39202416.0,-0.8463968634605408
8.065579,7.548029,7.226936,10.112533,-98211030.0,39043990.0,-0.3098122477531433
8.70963,8.140316,7.8268423,10.795875,-94840870.0,38207124.0,-0.49084293842315674
7.823646,7.297091,6.946014,9.993511,-101146690.0,38916480.0,-0.3677692413330078
10.176754,9.569133,9.026298,12.406221,-96150180.0,38461624.0,-0.5913386940956116
9.908176,9.354008,8.9103155,12.140253,-97647544.0,38387996.0,-0.5467473268508911
9.246094,8.624073,8.314097,11.333715,-97097700.0,38361564.0,-0.5218861699104309
9.175542,8.624791,8.279951,11.318248,-96529170.0,39778536.0,-0.4599897265434265
8.15651,7.6463537,7.2247534,10.282335,-100359256.0,37240010.0,-0.43427547812461853
9.636262,9.103423,8.676416,11.923617,-94833530.0,38564656.0,-0.6121302247047424
8.6844015,8.182,7.757051,10.816373,-98206530.0,39393310.0,-0.4021710455417633
10.335659,9.734181,9.423595,12.537191,-95741750.0,37189344.0,-0.5997034311294556
8.479075,7.957877,7.5699277,10.590919,-96643490.0,38686624.0,-0.48985445499420166
7.766417,7.309212,6.8319535,10.078071,-101808050.0,37197732.0,-0.3506399095058441
8.98143,8.377701,8.080237,11.062301,-96018776.0,39776156.0,-0.37695902585983276
9.528067,8.962648,8.621914,11.721645,-95301330.0,37556830.0,-0.5312907695770264
8.120292,7.589336,7.261927,10.33358,-99915560.0,38475430.0,-0.3144092857837677
8.527539,7.9905767,7.6113477,10.637753,-99898890.0,39783840.0,-0.3736143410205841
9.303467,8.775086,8.431853,11.492835,-95727020.0,38649920.0,-0.5513591766357422
8.409831,7.8735976,7.5616417,10.438195,-98767330.0,39349092.0,-0.40881070494651794
8.393895,7.9434276,7.527794,10.472997,-97652810.0,39131610.0,-0.40535199642181396
8.701679,8.273592,7.7328076,10.907936,-99232230.0,38181348.0,-0.48802638053894043
8.607582,8.1101265,7.7177963,10.721437,-99347030.0,39784492.0,-0.40045303106307983
9.264166,8.757941,8.346879,11.4168,-96333890.0,39379536.0,-0.5409342050552368
8.956093,8.442039,8.013343,11.209046,-98739784.0,37647730.0,-0.5043988823890686
7.9983354,7.471363,7.094235,10.127111,-101073864.0,39789524.0,-0.3601371645927429
10.765617,10.227923,9.786898,13.043945,-98089510.0,37960612.0,-0.5951228737831116
8.674709,8.207947,7.824846,10.707796,-97650270.0,39828164.0,-0.35110118985176086
9.092345,8.582606,8.168203,11.316826,-98200296.0,38347420.0,-0.46755361557006836
10.814987,9.996249,9.076923,12.804939,-96727320.0,39292936.0,-1.0847817659378052
8.525954,7.9759083,7.6568103,10.692854,-99325570.0,39350760.0,-0.45911937952041626
8.140316,7.5657935,7.3192024,10.228754,-99308730.0,38523420.0,-0.2878764569759369
8.81031,8.281218,7.9483852,11.101628,-98766350.0,38922220.0,-0.41257670521736145
10.476809,9.984192,9.477157,12.801273,-97647800.0,38781450.0,-0.516515851020813
8.286269,7.8351836,7.377759,10.600103,-100905896.0,38481884.0,-0.4955734312534332
12.4833555,11.9914,11.382942,14.912601,-97462020.0,37683500.0,-0.5958988070487976
9.369564,8.77848,8.337828,11.799772,-100852320.0,37191284.0,-0.6387119889259338
11.630398,11.190376,10.590441,14.012171,-95757810.0,39042600.0,-0.50643390417099
7.796058,7.248504,6.9498563,9.891465,-100440900.0,39350548.0,-0.36180058121681213
8.613594,8.101071,7.675546,10.836675,-101719480.0,39350732.0,-0.4933023750782013
8.425735,7.8987823,7.58883,10.36719,-98785000.0,39784684.0,-0.30366119742393494
8.376321,7.939515,7.5251007,10.515425,-98719560.0,38035580.0,-0.37798523902893066
7.355002,6.7719355,6.289716,9.569343,-101784220.0,37558730.0,-0.45527881383895874
8.0900955,7.6453977,7.174724,10.434527,-101318220.0,37202610.0,-0.44757163524627686
9.798738,9.2645445,8.885303,12.099634,-97475350.0,37229572.0,-0.5399884581565857
8.702677,8.138857,7.7088594,10.953364,-101054780.0,39358556.0,-0.3593605160713196
8.013674,7.399398,7.133296,10.2019615,-99864770.0,38921356.0,-0.38905516266822815
8.504918,8.004031,7.6362696,10.6878,-96200300.0,38954812.0,-0.39810213446617126
7.270313,6.781058,6.359574,9.30082,-101754024.0,38908932.0,-0.32719045877456665
8.745762,8.102889,7.851661,10.787172,-97085900.0,39784200.0,-0.43117469549179077
7.614312,7.021084,6.6133842,9.807528,-101347096.0,38481896.0,-0.47703370451927185
9.08591,8.506132,8.224163,11.141282,-95741660.0,37558944.0,-0.6093307733535767
8.173575,7.5411525,7.2806973,10.149605,-95738660.0,37887412.0,-0.4823753833770752
11.705016,11.0117035,10.633207,13.920345,-94766180.0,39114400.0,-0.6992061734199524
9.299815,8.074961,8.379768,11.131285,-85281620.0,37105340.0,-0.5329535603523254
9.23708,8.126223,8.265907,11.16175,-86190430.0,36751656.0,-0.6657771468162537
9.078179,8.222016,8.171317,11.249897,-84987520.0,38004230.0,-0.6093365550041199
8.761394,7.9895606,7.9287663,10.839797,-89002230.0,37064216.0,-0.5118183493614197
10.105694,9.11636,9.076009,12.139132,-85927600.0,36960440.0,-0.7186304926872253
8.858795,7.650169,7.8296304,10.67355,-83740856.0,38140256.0,-0.6432477235794067
10.054361,8.852522,8.927314,11.9639435,-83672650.0,36735536.0,-0.6543929576873779
10.327807,9.704366,9.292658,12.707036,-84729650.0,38973680.0,-0.7704785466194153
9.525953,8.737934,8.37931,11.612699,-84211010.0,38203120.0,-0.7703737616539001
10.601199,9.898625,9.591103,12.866418,-82689390.0,38358572.0,-0.6163622140884399
9.784309,9.004422,8.71899,11.957842,-84866030.0,37618892.0,-0.7278201580047607
8.603555,7.6113477,7.589336,10.566124,-84082700.0,38693176.0,-0.7235061526298523
9.308465,8.085794,8.192571,11.194454,-83321820.0,37519430.0,-0.6901600956916809
9.370928,8.333751,8.467162,11.313596,-86431144.0,37772640.0,-0.5329559445381165
10.207215,9.371524,9.314159,12.413392,-85695100.0,37970550.0,-0.767669677734375
8.958154,7.7182407,8.00102,10.825482,-86681060.0,37209150.0,-0.5574947595596313
9.21024,8.360071,8.259459,11.274034,-87870770.0,37148436.0,-0.5717148780822754
10.067985,9.220489,8.970941,12.08239,-88273920.0,36620864.0,-0.6783270835876465
10.973306,10.188103,9.881804,13.212008,-84379410.0,38945470.0,-0.691107988357544
8.295299,7.503841,7.4616404,10.331105,-88977490.0,36853876.0,-0.4534129202365875
8.790877,7.850493,7.690743,10.869197,-85127840.0,38670064.0,-0.6807509660720825
9.738495,8.560827,8.796339,11.622604,-83051390.0,38326310.0,-0.7716284394264221
9.23552,7.9651985,8.299783,10.931999,-84928110.0,37321964.0,-0.5993008017539978
10.7595825,9.897319,9.322686,12.766948,-87491870.0,36895050.0,-1.1102131605148315
9.885476,9.130648,8.797548,12.120885,-84146024.0,37970750.0,-0.7071427702903748
9.582938,8.080856,8.462315,11.279732,-83709330.0,37156540.0,-0.7615005373954773
8.80147,7.440734,7.8426714,10.342999,-85134670.0,36718852.0,-0.36983415484428406
8.818335,7.8716927,7.9363027,10.826634,-88089740.0,37356630.0,-0.5832387804985046
8.582045,7.186901,7.598399,10.3237095,-85389016.0,36781576.0,-0.5490346550941467
11.002399,10.309153,9.971053,13.239904,-87087540.0,37731830.0,-0.6698282957077026
8.838117,7.625595,7.9547234,10.629634,-86245620.0,37213036.0,-0.48745036125183105
8.41936,7.0656133,7.473069,10.202962,-83097944.0,38119692.0,-0.7046823501586914
9.200593,8.066208,8.203304,11.072217,-83964590.0,37692900.0,-0.7115935683250427
11.934907,11.318819,10.587519,14.227488,-84459460.0,38042744.0,-0.7530302405357361
9.067393,7.9875245,8.076826,10.971246,-83694660.0,38374030.0,-0.6975407600402832
10.397177,9.282661,9.393245,12.400578,-82748300.0,37555668.0,-0.7560288906097412
10.317714,9.682653,9.20924,12.630474,-84878616.0,38235270.0,-0.4905678331851959
8.7656145,7.816417,7.7270947,10.794604,-89185310.0,36553330.0,-0.5917571187019348
8.101375,7.083388,7.0817084,10.195448,-84862060.0,38757004.0,-0.6606409549713135
8.973985,8.006368,7.961719,10.894608,-84535120.0,37645028.0,-0.5666065812110901
9.108087,8.227108,8.165363,11.2274275,-84613030.0,38639384.0,-0.7693021893501282
10.135432,9.290629,9.224539,12.235282,-88649820.0,36723268.0,-0.6018496155738831
9.583971,8.421343,8.683893,11.482817,-86345900.0,37459656.0,-0.5873187780380249
8.993551,7.808323,8.071531,10.843397,-85554480.0,37258804.0,-0.5625700950622559
10.192569,9.45681,9.27369,12.434892,-82920590.0,38542264.0,-0.6263036131858826
8.54364,7.7968802,7.6453977,10.682354,-86779090.0,37841976.0,-0.5359403491020203
11.039781,10.188742,9.672249,13.090639,-85963416.0,37696424.0,-1.2014720439910889
10.238959,9.07989,9.150378,12.242569,-83215016.0,36856184.0,-0.6600252985954285
9.296427,8.376781,8.192294,11.30745,-84332240.0,38443588.0,-0.657900869846344
9.290075,8.1288805,8.316545,11.119987,-85887880.0,37293148.0,-0.5571258068084717
10.265662,9.519735,9.201602,12.559539,-87572800.0,37798850.0,-0.7435083985328674
9.117677,8.283999,8.148735,11.133142,-85123010.0,38456092.0,-0.6392243504524231
8.401558,7.6197243,7.479864,10.499545,-88975540.0,36678160.0,-0.512473464012146
10.394335,9.519368,9.42133,12.621469,-87538360.0,37307396.0,-0.7551385164260864
8.995041,7.4324837,8.034955,10.662095,-84008240.0,37416770.0,-0.6707046627998352
13.113062,12.464224,12.0162735,15.427816,-85661570.0,38187950.0,-0.6244984865188599
9.809891,9.033245,8.645762,11.922927,-84582340.0,37871788.0,-0.7585462927818298
9.7285385,8.694335,8.736329,11.755189,-82829570.0,37844268.0,-0.7010400891304016
11.468096,10.737179,10.3624935,13.754887,-84536136.0,38932972.0,-0.7266680002212524
9.358761,8.1185055,8.307459,11.261511,-82954050.0,37347340.0,-0.4958520829677582
9.9063835,8.693329,8.8386965,11.700176,-83851784.0,36889836.0,-0.7750861644744873
9.0524,8.063377,8.14584,11.014012,-85698104.0,37553256.0,-0.6979602575302124
10.17873,9.130539,9.21144,12.140926,-84120010.0,37111340.0,-0.7062562108039856
9.166806,7.9641557,8.119101,11.077995,-82732450.0,38061108.0,-0.6536211967468262
8.585412,7.358831,7.5943813,10.343258,-83717730.0,37590500.0,-0.6748217940330505
9.154299,7.7319307,8.0730915,11.007867,-83384250.0,37094172.0,-0.6530319452285767
9.915218,8.747034,8.933269,11.845841,-82854620.0,37117410.0,-0.951034426689148
9.162515,7.853993,8.150179,10.974797,-83385160.0,38530840.0,-0.7747470736503601
9.482121,8.324821,8.5139885,11.343607,-84659336.0,37455970.0,-0.7652583122253418
8.811503,7.9765954,7.972466,10.877009,-88346776.0,37211520.0,-0.5154556035995483
9.752025,8.784621,8.726319,11.762267,-86878700.0,36857972.0,-0.7925847768783569
8.5492735,7.768533,7.4838066,10.540356,-88078860.0,37015440.0,-0.7144849896430969
10.7146845,10.086517,9.722325,12.959703,-88717000.0,37056230.0,-0.6154245138168335
9.21004,7.7587605,8.186186,10.828441,-84482220.0,36739468.0,-0.6323166489601135
8.8793335,7.9710855,7.984803,10.950245,-87261190.0,37528452.0,-0.6605460047721863
10.600303,9.571923,9.2305355,12.516648,-84277110.0,37723104.0,-0.8206228613853455
9.054388,7.62949,8.055158,10.901837,-83064680.0,37699156.0,-0.4794921576976776
9.370246,8.368693,8.362176,11.307585,-85269580.0,37554216.0,-0.7018778920173645
9.847711,9.11954,9.006142,12.000874,-88335220.0,36880680.0,-0.5623554587364197
9.063927,7.770223,8.121778,11.2017565,-82520180.0,37798636.0,-0.6677715182304382
9.447071,8.569026,8.292799,11.487628,-83826230.0,38595810.0,-0.7008318901062012
9.585896,8.917445,8.286017,11.6405,-86218210.0,37979292.0,-0.8765959143638611
8.135933,6.7787848,7.2327332,9.848133,-83604270.0,37947600.0,-0.7944489121437073
9.513699,8.702843,8.529121,11.602318,-84876376.0,37804676.0,-0.664328396320343
8.817446,7.5464463,7.8678713,10.576611,-85629650.0,36989310.0,-0.5994676947593689
9.082961,7.7902822,8.089789,10.866929,-85718344.0,36710252.0,-0.4151093661785126
9.523764,8.583543,8.474703,11.54517,-83906110.0,38029676.0,-0.7569014430046082
9.013351,7.6187425,7.9956436,10.781495,-83258880.0,37922930.0,-0.670750081539154
10.028622,9.046055,9.118335,12.181622,-87146424.0,37213350.0,-0.6607644557952881
9.813836,9.022323,8.823942,11.9043255,-85466190.0,37804940.0,-0.6962693333625793
8.538172,7.506042,7.472501,10.485284,-84013510.0,38341090.0,-0.775575578212738
9.629445,8.642415,8.717846,11.718475,-86844670.0,37473130.0,-0.5332820415496826
9.844056,9.283312,8.806574,12.206138,-85443960.0,38397016.0,-0.6839568018913269
8.749415,7.728416,7.7668405,10.652117,-84829736.0,38527004.0,-0.6344924569129944
8.257904,6.8554087,7.2254815,9.730265,-83689384.0,37413524.0,-0.8201090693473816
8.921457,7.9929447,7.9334383,10.944029,-84356420.0,38693376.0,-0.6614819169044495
10.00374,8.80807,8.943768,12.019821,-83225110.0,37244940.0,-0.7573570609092712
10.892546,9.723643,9.911258,12.99695,-82393670.0,37467972.0,-0.7375211715698242
8.890962,7.616776,7.8995247,10.754151,-83826030.0,37830270.0,-0.6569269895553589
10.38801,9.39972,9.421168,12.3542595,-84576490.0,37102590.0,-0.48858094215393066
7.403061,6.3613024,6.3421216,9.207335,-84051656.0,38508264.0,-0.49630630016326904
9.162934,7.9204464,8.210124,10.903034,-84315550.0,37362052.0,-0.6563976407051086
9.558459,8.453401,8.270781,11.372755,-83419680.0,38193670.0,-0.8611130714416504
9.19685,8.05166,8.320448,10.995914,-85063570.0,36989028.0,-0.5770999789237976
9.637111,8.81433,8.492491,11.773819,-84579540.0,38295620.0,-0.8321849703788757
