climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Goal
-81.0,-4.0,-0.52,-0.12,0.8,-8.0,15.0,-0.019,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0002,0.0,-0.0009,0.019999999552965164
33.0,-4.0,-0.72,0.22,0.1,-9.0,-8.0,-0.014,-4.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.01899999938905239
-129.0,-7.0,-0.42,0.09,-2.3,-11.0,-6.0,0.019,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
-24.0,-10.0,-0.05,-0.16,-2.7,-12.0,26.0,0.025,0.7,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.01600000075995922
234.0,-8.0,0.31,-0.12,-2.5,-11.0,15.0,0.024,0.5,-0.0003,-0.0003,-0.0003,-0.0003,-1e-04,0.0,0.0,0.0,-0.0003,0.017999999225139618
329.0,-5.0,0.42,0.04,-2.3,-11.0,15.0,0.008,-1.2,-0.0006,-0.0006,-0.0006,-0.0005,0.0,0.0,-1e-04,0.0,-0.0005,0.01899999938905239
361.0,-1.0,0.44,0.1,-2.0,-11.0,0.0,0.003,-1.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019999999552965164
-116.0,12.0,0.14,0.12,-0.4,-9.0,-9.0,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
59.0,8.0,0.21,-0.07,0.2,-9.0,10.0,0.002,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
132.0,10.0,0.22,0.21,0.4,-9.0,-2.0,-0.001,-3.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.020999999716877937
-194.0,9.0,0.03,0.13,0.7,-8.0,-15.0,-0.022,0.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.01600000075995922
-85.0,0.0,-0.42,-0.09,0.2,-9.0,11.0,-0.015,0.5,-0.0008,-0.0008,-0.0008,-0.0008,1e-04,0.0,0.0,0.0,-0.0008,0.017000000923871994
180.0,3.0,-0.43,-0.09,-1.3,-10.0,10.0,0.012,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
260.0,8.0,-0.29,0.21,-1.7,-11.0,-9.0,0.011,-3.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02199999988079071
-29.0,12.0,-0.06,0.2,-2.0,-11.0,-21.0,0.013,1.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-168.0,9.0,0.11,-0.02,-2.0,-11.0,5.0,0.013,2.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-212.0,2.0,0.2,0.07,-1.5,-10.0,-4.0,0.0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
242.0,-2.0,0.34,-0.07,-0.2,-9.0,11.0,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-126.0,10.0,-0.03,0.15,1.2,-8.0,-15.0,-0.019,-0.2,-0.0006,-0.0007,-0.0007,-0.0008,1e-04,0.0,1e-04,0.0,-0.0008,0.017999999225139618
-235.0,0.0,0.04,0.04,1.2,-8.0,-2.0,0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
-24.0,-7.0,0.12,-0.13,1.3,-8.0,16.0,0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
256.0,-1.0,0.03,-0.05,1.6,-7.0,8.0,-0.009,-0.4,-0.0007,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,0.019999999552965164
-166.0,6.0,-0.4,0.12,0.4,-9.0,-11.0,-0.001,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
-52.0,-2.0,-0.33,-0.06,-0.7,-10.0,10.0,0.004,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
159.0,3.0,0.02,-0.01,-1.3,-10.0,5.0,0.009,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.020999999716877937
-206.0,5.0,0.26,0.17,-0.8,-10.0,-15.0,0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-234.0,-6.0,0.37,-0.03,-0.1,-9.0,3.0,0.003,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017000000923871994
118.0,-11.0,0.23,-0.06,1.4,-8.0,8.0,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-119.0,-8.0,-0.04,0.13,1.8,-7.0,-14.0,-0.014,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017000000923871994
-88.0,-14.0,-0.29,-0.06,1.4,-8.0,6.0,-0.01,0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017999999225139618
-46.0,-15.0,-0.34,0.04,1.2,-8.0,7.0,-0.009,-0.8,-0.0005,-0.0006,-0.0006,-0.0007,1e-04,0.0,1e-04,0.0,-0.0007,0.01899999938905239
-94.0,-18.0,-0.21,0.05,0.2,-9.0,-3.0,0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
282.0,-16.0,-0.01,-0.12,-0.2,-9.0,16.0,0.007,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
334.0,1.0,0.13,0.06,0.1,-9.0,-4.0,0.004,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-209.0,10.0,0.01,0.13,1.0,-8.0,-13.0,-0.012,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.01600000075995922
-89.0,2.0,-0.17,-0.11,0.8,-8.0,11.0,-0.008,0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.01899999938905239
-80.0,1.0,-0.31,0.07,0.3,-9.0,-5.0,-0.007,0.5,-0.0006,-0.0007,-0.0007,-0.0007,1e-04,0.0,0.0,0.0,-0.0007,0.017999999225139618
-97.0,-1.0,-0.32,0.07,0.2,-9.0,-6.0,0.0,-0.5,-0.0004,-0.0004,-0.0004,-0.0006,0.0,0.0,1e-04,0.0,-0.0006,0.019999999552965164
-138.0,-3.0,-0.24,0.15,-0.2,-9.0,-9.0,0.008,-1.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-218.0,-11.0,-0.01,-0.03,-0.5,-9.0,-2.0,0.007,0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017000000923871994
159.0,-15.0,0.08,-0.06,-0.2,-9.0,9.0,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-65.0,-9.0,0.05,0.12,0.1,-9.0,-11.0,-0.002,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
160.0,-10.0,0.12,-0.06,0.4,-9.0,9.0,0.001,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
176.0,-3.0,0.12,0.05,0.6,-8.0,-3.0,-0.001,0.4,-0.0006,-0.0006,-0.0006,-0.0005,-0.0002,0.0,-1e-04,0.0,-0.0005,0.019999999552965164
-110.0,1.0,-0.18,0.15,0.6,-8.0,-14.0,-0.013,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.01600000075995922
13.0,-6.0,-0.19,-0.08,0.0,-9.0,9.0,0.009,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019999999552965164
-15.0,-4.0,-0.04,0.07,-0.3,-9.0,-9.0,0.008,1.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-9.0,-6.0,0.1,-0.02,-0.2,-9.0,3.0,0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
-100.0,-8.0,0.16,0.06,0.5,-9.0,-4.0,0.0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-23.0,-15.0,-0.1,0.01,1.0,-8.0,1.0,-0.007,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
190.0,-11.0,-0.16,-0.05,0.6,-8.0,8.0,-0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-69.0,-3.0,-0.19,0.13,-0.2,-9.0,-11.0,0.0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
32.0,-7.0,-0.13,-0.05,-0.7,-10.0,9.0,0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
49.0,-7.0,-0.13,-0.05,-0.7,-10.0,9.0,0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,1e-04,0.0,0.0,0.0,-0.0005,0.017000000923871994
125.0,-5.0,0.01,-0.02,-0.8,-10.0,4.0,0.01,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
96.0,4.0,0.31,0.05,-0.2,-9.0,-3.0,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-98.0,5.0,0.15,0.07,1.1,-8.0,-7.0,-0.009,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.01600000075995922
34.0,1.0,-0.12,-0.09,1.1,-8.0,10.0,-0.013,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019999999552965164
-3.0,3.0,-0.24,0.08,0.8,-8.0,-17.0,-0.007,1.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
-41.0,0.0,-0.27,0.02,0.1,-9.0,2.0,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
98.0,1.0,-0.18,-0.06,-0.5,-9.0,8.0,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
106.0,5.0,-0.09,0.05,-0.7,-10.0,-4.0,0.005,0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
97.0,6.0,-0.07,0.07,-0.7,-10.0,-4.0,0.007,-0.4,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-208.0,4.0,0.14,0.17,-0.4,-9.0,-15.0,-0.012,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017000000923871994
-160.0,-10.0,-0.06,-0.03,-0.3,-9.0,7.0,-0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,0.017999999225139618
-157.0,-17.0,0.11,0.05,-0.3,-9.0,-3.0,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
123.0,-21.0,0.31,-0.13,0.4,-9.0,16.0,0.006,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
200.0,-15.0,0.37,0.01,0.9,-8.0,-6.0,0.002,1.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
189.0,-13.0,0.36,0.08,1.2,-8.0,-3.0,-0.007,-0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019999999552965164
17.0,-10.0,0.23,0.12,1.7,-7.0,-12.0,-0.009,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
-51.0,-11.0,0.06,-0.01,2.0,-7.0,0.0,-0.008,0.3,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,0.01899999938905239
-189.0,-16.0,-0.28,0.08,1.7,-7.0,-8.0,-0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.01600000075995922
-179.0,-20.0,-0.37,-0.16,1.4,-8.0,17.0,-0.006,2.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
-109.0,-24.0,-0.2,0.04,0.5,-8.0,-2.0,0.011,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
58.0,-27.0,0.02,-0.1,0.4,-9.0,19.0,0.012,-1.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.01600000075995922
182.0,-25.0,0.1,-0.04,0.4,-9.0,13.0,0.009,-1.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
255.0,-21.0,0.18,0.12,0.6,-8.0,0.0,0.007,-3.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019999999552965164
32.0,-14.0,0.12,0.13,1.0,-8.0,-12.0,-0.006,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.01600000075995922
196.0,-12.0,0.03,-0.12,1.2,-8.0,13.0,-0.004,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
277.0,-9.0,0.01,-0.03,1.2,-8.0,13.0,-0.005,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
305.0,-7.0,0.01,0.15,1.2,-8.0,2.0,0.001,-3.5,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
272.0,-5.0,0.03,0.11,1.2,-8.0,-8.0,0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02199999988079071
-144.0,0.0,0.08,0.23,1.3,-8.0,-23.0,0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-302.0,-14.0,0.01,0.0,1.5,-7.0,2.0,-0.006,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.014999999664723873
-31.0,-23.0,-0.24,-0.14,1.3,-8.0,15.0,-0.012,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.01899999938905239
-96.0,-22.0,-0.38,0.07,-0.8,-10.0,-4.0,0.009,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
127.0,-23.0,0.06,-0.08,-1.3,-10.0,12.0,0.016,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.01899999938905239
88.0,-15.0,0.44,0.11,-0.6,-9.0,-9.0,0.011,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
76.0,-14.0,0.6,0.01,0.5,-9.0,6.0,0.007,-0.9,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.017999999225139618
46.0,-5.0,-0.13,0.04,2.4,-7.0,-4.0,-0.022,0.0,-0.0007,-0.0008,-0.0008,-0.0008,1e-04,0.0,0.0,0.0,-0.0008,0.01899999938905239
-107.0,-7.0,-0.24,0.06,1.6,-7.0,-5.0,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-211.0,-15.0,-0.13,0.05,1.0,-8.0,-4.0,0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
-26.0,-20.0,-0.02,-0.11,0.9,-8.0,13.0,0.006,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
86.0,-20.0,0.02,-0.01,0.9,-8.0,12.0,0.003,-1.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
-7.0,-16.0,-0.11,0.08,0.8,-8.0,-7.0,-0.007,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.01600000075995922
249.0,-12.0,-0.22,-0.09,0.3,-9.0,12.0,-0.003,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.020999999716877937
-63.0,0.0,-0.22,0.2,-0.5,-9.0,-19.0,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
-169.0,-10.0,-0.13,0.03,-1.1,-10.0,2.0,0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
-2.0,-17.0,0.34,0.0,-0.6,-9.0,4.0,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
17.0,-16.0,0.23,0.04,0.4,-9.0,-2.0,-0.009,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.01899999938905239
-75.0,-16.0,0.06,0.09,0.6,-8.0,-8.0,-0.013,0.3,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,0.019999999552965164
-104.0,-17.0,-0.02,0.12,0.6,-8.0,-9.0,-0.017,-0.7,-0.0009,-0.0009,-0.0009,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,0.017000000923871994
-69.0,-22.0,-0.53,-0.05,-0.1,-9.0,6.0,-0.021,0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.017999999225139618
-56.0,-22.0,-0.57,-0.05,-0.2,-9.0,7.0,-0.02,0.4,-0.0009,-0.001,-0.001,-0.001,1e-04,0.0,0.0,0.0,-0.001,0.017000000923871994
18.0,-23.0,-0.6,-0.07,-0.9,-10.0,7.0,0.007,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
35.0,-23.0,-0.58,-0.05,-1.1,-10.0,9.0,0.007,0.4,-0.0005,-0.0005,-0.0005,-0.0005,1e-04,0.0,0.0,0.0,-0.0005,0.017000000923871994
52.0,-22.0,-0.57,-0.04,-1.2,-10.0,9.0,0.007,-0.2,-0.0003,-0.0005,-0.0005,-0.0005,1e-04,0.0,1e-04,0.0,-0.0005,0.017999999225139618
155.0,-14.0,0.57,0.03,-1.2,-10.0,1.0,0.02,-0.2,-0.0004,-0.0003,-0.0003,-0.0002,-0.0002,0.0,-0.0002,0.0,-0.0002,0.01899999938905239
-70.0,-9.0,0.41,0.07,1.4,-8.0,-7.0,-0.009,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
-111.0,-10.0,0.36,-0.13,1.7,-7.0,-2.0,-0.005,2.5,-0.0005,-0.0005,-0.0005,-0.0005,-1e-04,0.0,0.0,0.0,-0.0005,0.01600000075995922
55.0,-11.0,0.12,-0.08,2.2,-7.0,9.0,-0.017,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.01899999938905239
61.0,-9.0,-0.09,0.05,2.2,-7.0,-12.0,-0.012,1.2,-0.0006,-0.0006,-0.0006,-0.0006,1e-04,0.0,0.0,0.0,-0.0006,0.017999999225139618
-49.0,-9.0,-0.09,0.05,2.0,-7.0,-5.0,0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019999999552965164
-187.0,-11.0,-0.16,0.12,1.8,-7.0,-16.0,-0.007,0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
-333.0,-23.0,-0.53,0.05,1.1,-8.0,-5.0,-0.018,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.01600000075995922
-263.0,-31.0,-0.74,-0.04,0.0,-9.0,10.0,-0.008,-1.1,-0.0005,-0.0006,-0.0006,-0.0008,1e-04,0.0,0.0002,0.0,-0.0008,0.014999999664723873
171.0,-34.0,-0.25,-0.13,-1.4,-10.0,19.0,0.022,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017000000923871994
347.0,-26.0,0.08,-0.04,-1.5,-10.0,4.0,0.019,0.9,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.017999999225139618
388.0,-12.0,0.15,0.04,-1.2,-10.0,1.0,0.0,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.020999999716877937
-7.0,0.0,0.1,0.22,-0.9,-10.0,-21.0,-0.003,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,1e-04,0.0,-0.0006,0.02199999988079071
-264.0,-3.0,0.13,0.27,-0.8,-10.0,-27.0,0.003,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
-313.0,-22.0,0.32,-0.07,-0.2,-9.0,9.0,0.007,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
22.0,-27.0,0.44,-0.16,0.7,-8.0,20.0,0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
213.0,-23.0,0.27,-0.06,1.4,-8.0,3.0,-0.013,1.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.01899999938905239
-150.0,-15.0,-0.49,0.11,1.0,-8.0,-10.0,-0.015,0.0,-0.0007,-0.0008,-0.0008,-0.0008,1e-04,0.0,0.0,0.0,-0.0008,0.01600000075995922
41.0,-22.0,-0.14,-0.07,-0.3,-9.0,11.0,0.016,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017000000923871994
145.0,-19.0,0.08,-0.03,-0.4,-9.0,3.0,0.015,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017999999225139618
8.0,-11.0,0.37,0.06,1.0,-8.0,-5.0,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-122.0,-13.0,0.26,0.1,1.8,-7.0,-7.0,-0.015,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007,0.014999999664723873
-182.0,-15.0,0.11,-0.18,2.0,-7.0,-3.0,-0.02,3.9,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.01600000075995922
143.0,-16.0,-0.37,-0.11,1.7,-7.0,14.0,-0.019,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.01899999938905239
64.0,-7.0,-0.48,0.08,0.1,-9.0,-7.0,0.002,0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019999999552965164
-149.0,-8.0,-0.25,0.13,-0.9,-10.0,-11.0,0.011,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01600000075995922
-49.0,-15.0,0.11,-0.07,-1.1,-10.0,10.0,0.013,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-6.0,-13.0,-0.03,0.04,-0.1,-9.0,-1.0,-0.004,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,1e-04,0.0,-0.0006,0.01899999938905239
-97.0,-14.0,0.04,0.08,-0.1,-9.0,-6.0,0.002,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017000000923871994
199.0,-13.0,0.15,-0.04,0.5,-8.0,7.0,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-40.0,-7.0,-0.18,0.19,0.6,-8.0,-17.0,-0.017,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017000000923871994
57.0,-12.0,-0.23,-0.04,-0.7,-10.0,7.0,0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
156.0,-10.0,-0.11,-0.05,-0.9,-10.0,9.0,0.011,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019999999552965164
-332.0,-11.0,0.05,0.15,-0.7,-10.0,-14.0,-0.003,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
-412.0,-20.0,0.03,0.06,-0.6,-10.0,3.0,-0.002,-0.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
-136.0,-42.0,0.19,-0.05,-0.3,-9.0,8.0,0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
177.0,-42.0,0.25,-0.08,0.4,-9.0,11.0,-0.006,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
